Land ID,Location,Size (Acres),Base Price (INR),Current Bid (INR),Bidder ID,Bid Timestamp,Status
LAND00332,Madurai,2.09,389581,413722,BID667,2025-03-16 18:08:06,Sold
LAND00333,Chennai,4.05,367378,397889,BID797,2025-03-20 06:08:06,Open
LAND00334,Chennai,1.74,466164,559850,BID764,2025-03-10 23:08:06,Closed
LAND00335,Madurai,4.21,116136,200765,BID858,2025-02-18 07:08:06,Closed
LAND00336,Madurai,7.74,430094,497413,BID608,2025-03-06 05:08:06,Sold
LAND00337,Madurai,6.98,326177,421807,BID184,2025-03-13 10:08:06,Closed
LAND00338,Coimbatore,8.58,384119,404309,BID785,2025-02-27 10:08:06,Closed
LAND00339,Trichy,6.05,470247,506096,BID447,2025-03-18 15:08:06,Open
LAND00340,Chennai,9.84,173391,201243,BID741,2025-03-06 22:08:06,Closed
LAND00341,Madurai,2.6,401188,478540,BID325,2025-02-15 00:08:06,Open
LAND00342,Salem,9.96,458906,487133,BID558,2025-03-29 06:08:06,Open
LAND00343,Coimbatore,6.37,441066,483225,BID948,2025-02-16 13:08:06,Sold
LAND00344,Chennai,8.04,373289,449850,BID535,2025-03-04 17:08:06,Closed
LAND00345,Madurai,5.41,137453,183309,BID284,2025-03-30 16:08:06,Sold
LAND00346,Trichy,7.07,339178,421307,BID808,2025-02-10 18:08:06,Sold
LAND00347,Salem,3.47,442323,530919,BID170,2025-02-12 00:08:06,Closed
LAND00348,Salem,2.3,204498,237906,BID616,2025-03-18 08:08:06,Sold
LAND00349,Trichy,3.69,140750,211795,BID811,2025-03-06 18:08:06,Open
LAND00350,Trichy,5.18,323469,397929,BID336,2025-02-05 20:08:06,Open
LAND00351,Salem,7.18,246154,307713,BID957,2025-03-28 22:08:06,Open
LAND00352,Coimbatore,5.0,459735,499394,BID742,2025-03-01 02:08:06,Closed
LAND00353,Madurai,2.59,406583,452254,BID444,2025-03-17 21:08:06,Closed
LAND00354,Salem,8.93,426779,474977,BID709,2025-03-02 03:08:06,Sold
LAND00355,Coimbatore,5.44,310326,391406,BID506,2025-02-27 23:08:06,Open
LAND00356,Salem,3.83,326888,425021,BID570,2025-03-02 23:08:06,Closed
LAND00357,Madurai,6.17,416201,469200,BID198,2025-03-18 21:08:06,Closed
LAND00358,Chennai,6.31,429166,486149,BID659,2025-02-07 06:08:06,Closed
LAND00359,Trichy,8.87,286328,360855,BID163,2025-03-02 10:08:06,Closed
LAND00360,Chennai,8.56,106039,166831,BID551,2025-02-07 04:08:06,Sold
LAND00361,Coimbatore,8.92,460156,522010,BID103,2025-02-05 15:08:06,Sold
LAND00362,Trichy,1.99,438806,459563,BID276,2025-02-18 12:08:06,Sold
LAND00363,Madurai,8.57,375610,436810,BID950,2025-03-24 22:08:06,Open
LAND00364,Coimbatore,2.83,233481,265140,BID352,2025-02-10 14:08:06,Open
LAND00365,Coimbatore,7.5,328945,385725,BID292,2025-02-14 22:08:06,Sold
LAND00366,Madurai,9.38,459602,531357,BID748,2025-03-10 21:08:06,Open
LAND00367,Madurai,5.73,144881,226745,BID114,2025-03-17 04:08:06,Closed
LAND00368,Madurai,4.89,384136,414408,BID966,2025-03-19 17:08:06,Open
LAND00369,Chennai,1.64,176989,258996,BID631,2025-02-06 05:08:06,Closed
LAND00370,Madurai,4.69,225925,290065,BID257,2025-03-09 04:08:06,Closed
LAND00371,Salem,9.02,491339,541789,BID775,2025-03-27 23:08:06,Sold
LAND00372,Chennai,9.8,396518,436083,BID459,2025-03-01 11:08:06,Open
LAND00373,Madurai,9.9,147568,200326,BID307,2025-02-06 01:08:06,Sold
LAND00374,Trichy,5.94,414123,501925,BID775,2025-02-23 14:08:06,Sold
LAND00375,Coimbatore,4.91,359775,404551,BID340,2025-02-19 10:08:06,Closed
LAND00376,Chennai,2.0,273279,349317,BID988,2025-03-02 04:08:06,Open
LAND00377,Trichy,6.74,254146,274542,BID532,2025-02-28 23:08:06,Open
LAND00378,Chennai,5.28,467729,508955,BID140,2025-03-23 11:08:06,Closed
LAND00379,Madurai,6.84,207731,274833,BID552,2025-02-26 12:08:06,Open
LAND00380,Chennai,3.77,111766,198727,BID824,2025-02-09 19:08:06,Sold
LAND00381,Salem,8.29,333905,362599,BID973,2025-03-04 19:08:06,Closed
LAND00382,Coimbatore,6.19,405215,498887,BID411,2025-02-21 16:08:06,Open
LAND00383,Trichy,6.11,135042,186483,BID828,2025-03-17 13:08:06,Sold
LAND00384,Salem,6.71,316508,413047,BID352,2025-02-05 19:08:06,Closed
LAND00385,Coimbatore,7.97,118825,144155,BID613,2025-03-16 02:08:06,Closed
LAND00386,Coimbatore,7.92,316322,361783,BID273,2025-02-17 04:08:06,Open
LAND00387,Salem,5.8,246968,291537,BID878,2025-04-01 05:08:06,Sold
LAND00388,Chennai,7.32,297869,326488,BID622,2025-03-05 17:08:06,Open
LAND00389,Salem,5.81,195582,282289,BID413,2025-02-18 05:08:06,Sold
LAND00390,Madurai,2.71,176874,223202,BID394,2025-03-09 01:08:06,Open
LAND00391,Madurai,9.21,261171,358597,BID919,2025-02-18 19:08:06,Open
LAND00392,Trichy,5.57,243866,265482,BID481,2025-02-13 05:08:06,Closed
LAND00393,Chennai,1.29,233692,306259,BID563,2025-03-16 21:08:06,Closed
LAND00394,Trichy,5.77,173054,203692,BID548,2025-03-11 21:08:06,Open
LAND00395,Madurai,6.97,159697,192167,BID178,2025-02-11 19:08:06,Open
LAND00396,Madurai,2.54,345476,398090,BID396,2025-02-27 01:08:06,Sold
LAND00397,Chennai,9.76,432805,492464,BID550,2025-03-15 00:08:06,Sold
LAND00398,Salem,4.42,190418,264007,BID920,2025-02-16 13:08:06,Open
LAND00399,Coimbatore,7.6,400034,437069,BID166,2025-04-06 10:08:06,Sold
LAND00400,Trichy,2.19,140229,187293,BID501,2025-03-31 07:08:06,Open
LAND00401,Salem,4.76,349261,446033,BID265,2025-03-12 18:08:06,Closed
LAND00402,Madurai,1.5,194098,293638,BID145,2025-03-30 23:08:06,Sold
LAND00403,Coimbatore,1.81,231753,261885,BID648,2025-03-06 21:08:06,Open
LAND00404,Chennai,8.81,366369,430618,BID949,2025-03-28 23:08:06,Closed
LAND00405,Coimbatore,1.32,146493,235083,BID805,2025-04-02 01:08:06,Open
LAND00406,Coimbatore,6.32,231346,318018,BID631,2025-02-07 06:08:06,Sold
LAND00407,Salem,6.36,214035,276026,BID988,2025-02-15 11:08:06,Open
LAND00408,Trichy,6.3,432697,445605,BID891,2025-02-26 15:08:06,Open
LAND00409,Trichy,6.7,457366,553964,BID722,2025-04-03 12:08:06,Closed
LAND00410,Coimbatore,7.56,350622,384090,BID711,2025-02-19 10:08:06,Open
LAND00411,Coimbatore,8.8,450047,544995,BID868,2025-03-04 06:08:06,Open
LAND00412,Salem,4.62,432875,498159,BID240,2025-02-11 07:08:06,Closed
LAND00413,Coimbatore,4.84,136707,200634,BID825,2025-03-25 00:08:06,Sold
LAND00414,Chennai,2.65,409633,484126,BID974,2025-04-04 08:08:06,Closed
LAND00415,Salem,6.52,461116,556247,BID177,2025-03-18 05:08:06,Sold
LAND00416,Salem,8.9,463720,536478,BID336,2025-03-23 10:08:06,Open
LAND00417,Chennai,3.39,389687,432519,BID399,2025-03-10 20:08:06,Closed
LAND00418,Chennai,4.79,216594,261972,BID760,2025-03-03 13:08:06,Closed
LAND00419,Salem,1.89,114264,165768,BID510,2025-03-12 06:08:06,Closed
LAND00420,Salem,3.22,236790,285785,BID566,2025-03-20 20:08:06,Open
LAND00421,Madurai,9.66,172916,190100,BID756,2025-02-19 03:08:06,Sold
LAND00422,Madurai,1.73,268482,335023,BID962,2025-02-12 14:08:06,Open
LAND00423,Trichy,4.98,393007,468576,BID908,2025-03-16 10:08:06,Closed
LAND00424,Trichy,9.84,446176,513839,BID222,2025-03-15 03:08:06,Closed
LAND00425,Madurai,6.33,371660,439405,BID118,2025-03-12 06:08:06,Sold
LAND00426,Chennai,8.45,211505,266003,BID339,2025-03-22 18:08:06,Sold
LAND00427,Coimbatore,1.88,197665,208323,BID969,2025-03-13 06:08:06,Closed
LAND00428,Trichy,2.82,228190,293633,BID568,2025-02-20 15:08:06,Closed
LAND00429,Madurai,9.64,169069,225175,BID741,2025-02-16 01:08:06,Open
LAND00430,Trichy,3.68,240340,256532,BID206,2025-03-01 10:08:06,Closed
LAND00431,Coimbatore,4.97,309642,396914,BID154,2025-03-21 04:08:06,Open
LAND00432,Trichy,8.01,433239,466747,BID856,2025-03-16 09:08:06,Open
LAND00433,Salem,8.84,106103,188267,BID303,2025-03-24 15:08:06,Closed
LAND00434,Salem,3.23,128486,156522,BID909,2025-03-05 06:08:06,Closed
LAND00435,Trichy,6.95,426684,482367,BID633,2025-03-21 04:08:06,Open
LAND00436,Trichy,7.72,239872,319224,BID214,2025-02-25 11:08:06,Sold
LAND00437,Chennai,8.21,154141,229277,BID225,2025-03-30 23:08:06,Open
LAND00438,Madurai,5.89,322744,347831,BID115,2025-03-06 05:08:06,Open
LAND00439,Salem,3.92,149237,205317,BID236,2025-02-17 10:08:06,Closed
LAND00440,Trichy,7.33,440464,471784,BID691,2025-03-13 23:08:06,Open
LAND00441,Trichy,7.74,252048,323094,BID528,2025-02-13 20:08:06,Sold
LAND00442,Chennai,3.1,183976,260640,BID170,2025-03-11 04:08:06,Sold
LAND00443,Trichy,9.31,309685,403494,BID133,2025-03-19 04:08:06,Open
LAND00444,Madurai,6.65,477245,537408,BID645,2025-02-06 18:08:06,Closed
LAND00445,Chennai,4.13,132405,205426,BID907,2025-03-14 16:08:06,Open
LAND00446,Coimbatore,8.74,381706,398375,BID668,2025-03-13 19:08:06,Open
LAND00447,Chennai,5.41,202016,225241,BID811,2025-02-15 02:08:06,Sold
LAND00448,Salem,7.7,453558,481735,BID138,2025-02-07 03:08:06,Sold
LAND00449,Trichy,5.62,441918,484381,BID573,2025-03-26 20:08:06,Open
LAND00450,Coimbatore,7.77,475192,501737,BID243,2025-02-07 01:08:06,Closed
LAND00451,Salem,8.21,121717,132693,BID729,2025-02-28 15:08:06,Sold
LAND00452,Chennai,4.91,155811,175786,BID439,2025-03-13 06:08:06,Open
LAND00453,Coimbatore,1.19,320336,403243,BID521,2025-03-21 23:08:06,Open
LAND00454,Trichy,7.58,392856,451720,BID446,2025-03-02 14:08:06,Open
LAND00455,Trichy,3.73,209523,224182,BID551,2025-02-10 02:08:06,Open
LAND00456,Madurai,7.28,367005,429362,BID723,2025-03-28 12:08:06,Open
LAND00457,Coimbatore,6.4,399857,434311,BID492,2025-02-24 18:08:06,Closed
LAND00458,Trichy,1.02,464292,555181,BID855,2025-04-02 18:08:06,Sold
LAND00459,Salem,4.68,292313,327946,BID684,2025-04-02 17:08:06,Open
LAND00460,Coimbatore,6.1,247079,295780,BID877,2025-03-05 03:08:06,Sold
LAND00461,Chennai,4.52,200443,282355,BID536,2025-03-04 23:08:06,Closed
LAND00462,Madurai,4.05,435887,502419,BID747,2025-03-21 11:08:06,Open
LAND00463,Coimbatore,9.41,318246,415821,BID414,2025-03-30 06:08:06,Open
LAND00464,Chennai,7.87,262286,296376,BID765,2025-03-07 19:08:06,Open
LAND00465,Salem,6.37,226500,241844,BID588,2025-04-05 10:08:06,Sold
LAND00466,Trichy,3.07,117165,174784,BID970,2025-02-05 21:08:06,Sold
LAND00467,Coimbatore,9.49,338294,372493,BID625,2025-03-18 20:08:06,Sold
LAND00468,Trichy,7.62,274141,295231,BID834,2025-03-13 18:08:06,Closed
LAND00469,Madurai,5.67,438442,481322,BID635,2025-03-11 04:08:06,Closed
LAND00470,Coimbatore,4.72,161462,261294,BID639,2025-04-04 19:08:06,Open
LAND00471,Coimbatore,8.49,378117,400823,BID848,2025-03-23 01:08:06,Open
LAND00472,Trichy,8.88,234932,271709,BID458,2025-04-02 02:08:06,Closed
LAND00473,Chennai,7.44,225995,285024,BID758,2025-02-10 02:08:06,Sold
LAND00474,Coimbatore,3.73,495176,537040,BID596,2025-02-23 08:08:06,Closed
LAND00475,Salem,6.61,206251,255486,BID693,2025-03-22 09:08:06,Sold
LAND00476,Coimbatore,9.14,225547,276109,BID870,2025-02-06 05:08:06,Closed
LAND00477,Salem,9.34,126681,225480,BID775,2025-03-18 18:08:06,Open
LAND00478,Madurai,5.93,468788,500585,BID430,2025-03-17 08:08:06,Open
LAND00479,Madurai,2.82,198847,246359,BID602,2025-02-13 07:08:06,Open
LAND00480,Salem,5.61,296285,335118,BID694,2025-02-19 21:08:06,Closed
LAND00481,Chennai,3.93,483115,572368,BID120,2025-03-02 00:08:06,Open
LAND00482,Trichy,2.46,259496,329396,BID390,2025-02-17 15:08:06,Closed
LAND00483,Coimbatore,6.42,391281,418792,BID284,2025-03-17 05:08:06,Open
LAND00484,Chennai,8.69,459603,553280,BID263,2025-04-01 00:08:06,Sold
LAND00485,Coimbatore,2.24,450538,500363,BID985,2025-03-26 02:08:06,Open
LAND00486,Trichy,8.58,421474,516510,BID712,2025-02-19 15:08:06,Closed
LAND00487,Madurai,3.36,321037,336468,BID999,2025-04-04 14:08:06,Closed
LAND00488,Coimbatore,1.91,284095,379203,BID987,2025-03-02 22:08:06,Sold
LAND00489,Trichy,7.32,301094,380567,BID973,2025-03-09 11:08:06,Closed
LAND00490,Salem,5.43,422574,442338,BID412,2025-03-16 11:08:06,Sold
LAND00491,Coimbatore,9.94,167219,197669,BID578,2025-02-19 16:08:06,Sold
LAND00492,Madurai,4.59,491580,502405,BID955,2025-03-21 02:08:06,Open
LAND00493,Chennai,9.56,185720,275088,BID145,2025-03-28 06:08:06,Sold
LAND00494,Coimbatore,1.06,170942,203448,BID270,2025-02-06 14:08:06,Closed
LAND00495,Trichy,2.17,476599,489333,BID400,2025-03-17 02:08:06,Closed
LAND00496,Salem,1.03,176149,240852,BID280,2025-03-14 19:08:06,Open
LAND00497,Trichy,9.78,157632,225743,BID683,2025-04-05 02:08:06,Sold
LAND00498,Salem,6.56,308958,389767,BID730,2025-02-13 19:08:06,Closed
LAND00499,Salem,4.73,238430,300342,BID702,2025-03-16 05:08:06,Closed
LAND00500,Trichy,8.75,440007,473775,BID155,2025-03-07 06:08:06,Sold
LAND00501,Chennai,5.88,298679,353733,BID825,2025-04-05 19:08:06,Sold
LAND00502,Trichy,3.13,328663,384314,BID360,2025-03-10 01:08:06,Sold
LAND00503,Coimbatore,6.76,245546,260398,BID585,2025-03-02 19:08:06,Open
LAND00504,Coimbatore,5.63,385113,440174,BID269,2025-02-19 01:08:06,Sold
LAND00505,Chennai,1.42,366993,415382,BID586,2025-02-22 13:08:06,Closed
LAND00506,Madurai,4.1,290483,365216,BID358,2025-03-21 07:08:06,Closed
LAND00507,Chennai,8.7,309759,341318,BID174,2025-04-01 15:08:06,Sold
LAND00508,Madurai,8.0,481702,580820,BID906,2025-03-29 12:08:06,Sold
LAND00509,Trichy,1.23,240132,267831,BID993,2025-03-23 07:08:06,Sold
LAND00510,Madurai,2.77,238314,254598,BID813,2025-02-10 14:08:06,Sold
LAND00511,Salem,3.72,154798,190681,BID372,2025-03-30 04:08:06,Closed
LAND00512,Chennai,4.38,102530,180882,BID497,2025-04-01 16:08:06,Closed
LAND00513,Trichy,6.83,332795,387415,BID109,2025-03-04 01:08:06,Sold
LAND00514,Trichy,2.19,329150,418373,BID607,2025-03-12 09:08:06,Closed
LAND00515,Trichy,2.16,482092,560358,BID156,2025-02-06 15:08:06,Closed
LAND00516,Coimbatore,2.39,186743,265779,BID112,2025-03-31 17:08:06,Closed
LAND00517,Madurai,6.59,439405,519289,BID689,2025-02-06 10:08:06,Open
LAND00518,Coimbatore,3.99,118290,165491,BID676,2025-03-03 00:08:06,Closed
LAND00519,Trichy,7.26,319022,348768,BID867,2025-02-23 19:08:06,Closed
LAND00520,Trichy,5.96,287556,306767,BID225,2025-02-26 06:08:06,Sold
LAND00521,Coimbatore,8.72,425651,453063,BID205,2025-03-19 19:08:06,Closed
LAND00522,Trichy,4.61,325273,409772,BID100,2025-02-15 05:08:06,Sold
LAND00523,Trichy,8.14,155561,211303,BID652,2025-03-15 14:08:06,Open
LAND00524,Chennai,6.17,277137,335240,BID574,2025-03-12 14:08:06,Sold
LAND00525,Madurai,8.61,292382,335767,BID479,2025-03-17 20:08:06,Open
LAND00526,Salem,9.35,460431,514838,BID159,2025-03-11 12:08:06,Sold
LAND00527,Chennai,2.54,146623,231278,BID220,2025-02-08 00:08:06,Closed
LAND00528,Salem,8.56,341800,364466,BID576,2025-02-19 20:08:06,Open
LAND00529,Salem,9.78,364177,401311,BID454,2025-03-15 13:08:06,Sold
LAND00530,Trichy,6.84,216299,272350,BID696,2025-03-24 06:08:06,Closed
LAND00531,Madurai,8.61,437457,490203,BID781,2025-03-11 09:08:06,Closed
LAND00532,Salem,3.33,354312,424647,BID355,2025-04-05 23:08:06,Open
LAND00533,Coimbatore,7.0,168961,205212,BID423,2025-03-13 20:08:06,Closed
LAND00534,Madurai,6.43,354823,416315,BID337,2025-03-26 10:08:06,Closed
LAND00535,Salem,2.13,287846,358429,BID399,2025-03-02 11:08:06,Sold
LAND00536,Salem,5.83,324946,346132,BID866,2025-03-29 12:08:06,Open
LAND00537,Madurai,7.38,271287,286369,BID225,2025-03-03 21:08:06,Closed
LAND00538,Trichy,8.65,257303,333260,BID670,2025-03-06 22:08:06,Open
LAND00539,Coimbatore,9.61,491868,510103,BID512,2025-02-22 21:08:06,Open
LAND00540,Salem,5.77,191472,276181,BID926,2025-04-01 17:08:06,Sold
LAND00541,Salem,3.37,162899,180831,BID684,2025-03-13 00:08:06,Sold
LAND00542,Salem,6.96,361965,388833,BID118,2025-02-17 10:08:06,Sold
LAND00543,Salem,4.63,250224,293126,BID475,2025-03-05 19:08:06,Open
LAND00544,Chennai,9.5,402011,456735,BID234,2025-03-26 09:08:06,Closed
LAND00545,Madurai,9.43,284660,344285,BID813,2025-02-22 12:08:06,Sold
LAND00546,Trichy,2.85,197094,263224,BID252,2025-03-23 00:08:06,Open
LAND00547,Coimbatore,2.97,141302,191837,BID758,2025-02-18 19:08:06,Open
LAND00548,Madurai,8.09,465786,512166,BID443,2025-03-02 00:08:06,Sold
LAND00549,Chennai,3.74,413891,447563,BID122,2025-02-07 11:08:06,Closed
LAND00550,Chennai,5.29,111565,151857,BID629,2025-03-23 00:08:06,Closed
LAND00551,Salem,2.13,194615,241107,BID209,2025-03-31 14:08:06,Sold
LAND00552,Trichy,6.01,298319,374775,BID914,2025-02-27 04:08:06,Sold
LAND00553,Chennai,9.99,321970,340090,BID671,2025-03-08 14:08:06,Sold
LAND00554,Chennai,6.19,315055,368008,BID138,2025-02-17 18:08:06,Open
LAND00555,Coimbatore,2.29,197201,296724,BID793,2025-03-28 21:08:06,Sold
LAND00556,Madurai,5.87,191816,241895,BID153,2025-02-06 17:08:06,Open
LAND00557,Salem,1.79,151263,242776,BID310,2025-04-02 02:08:06,Open
LAND00558,Coimbatore,8.21,213849,262333,BID423,2025-04-05 23:08:06,Sold
LAND00559,Coimbatore,7.55,465719,481478,BID593,2025-02-22 12:08:06,Closed
LAND00560,Salem,8.11,301495,314169,BID411,2025-03-21 09:08:06,Closed
LAND00561,Chennai,1.83,428807,451254,BID762,2025-02-15 10:08:06,Open
LAND00562,Salem,2.16,268931,366546,BID648,2025-03-28 00:08:06,Closed
LAND00563,Madurai,8.2,269153,347550,BID948,2025-02-08 14:08:06,Sold
LAND00564,Chennai,1.63,230848,258168,BID896,2025-03-22 06:08:06,Closed
LAND00565,Madurai,5.24,226696,284342,BID391,2025-04-03 14:08:06,Open
LAND00566,Chennai,6.95,441804,457020,BID496,2025-02-19 16:08:06,Open
LAND00567,Salem,7.29,393414,432572,BID375,2025-02-08 04:08:06,Sold
LAND00568,Madurai,9.06,242720,279979,BID505,2025-03-22 00:08:06,Closed
LAND00569,Trichy,9.18,174047,218321,BID784,2025-02-16 09:08:06,Open
LAND00570,Coimbatore,3.31,316379,343415,BID472,2025-02-16 00:08:06,Closed
LAND00571,Chennai,7.13,410190,426885,BID957,2025-03-30 09:08:06,Open
LAND00572,Madurai,5.54,227545,277472,BID780,2025-03-13 02:08:06,Closed
LAND00573,Trichy,8.11,361418,418857,BID614,2025-02-18 08:08:06,Closed
LAND00574,Coimbatore,5.07,103161,154802,BID230,2025-03-18 03:08:06,Open
LAND00575,Trichy,2.84,219771,308308,BID961,2025-03-27 22:08:06,Sold
LAND00576,Chennai,7.39,372823,467727,BID736,2025-03-15 23:08:06,Closed
LAND00577,Madurai,2.89,429986,449283,BID304,2025-02-21 09:08:06,Open
LAND00578,Chennai,3.33,468786,495651,BID134,2025-03-01 21:08:06,Closed
LAND00579,Coimbatore,9.09,330267,382586,BID281,2025-03-19 19:08:06,Sold
LAND00580,Salem,8.66,218489,299691,BID638,2025-02-19 02:08:06,Sold
LAND00581,Madurai,6.68,426192,492569,BID225,2025-03-29 13:08:06,Closed
LAND00582,Madurai,3.66,172168,269583,BID544,2025-03-27 01:08:06,Sold
LAND00583,Chennai,4.77,331511,347032,BID644,2025-02-27 15:08:06,Closed
LAND00584,Trichy,7.58,179775,270309,BID363,2025-02-28 02:08:06,Open
LAND00585,Madurai,5.93,182616,240014,BID187,2025-03-26 00:08:06,Open
LAND00586,Trichy,1.14,319918,407098,BID648,2025-02-12 18:08:06,Sold
LAND00587,Coimbatore,3.0,363322,383885,BID182,2025-03-18 20:08:06,Open
LAND00588,Salem,7.16,399204,459184,BID473,2025-03-01 14:08:06,Open
LAND00589,Salem,9.64,269525,331925,BID827,2025-02-24 00:08:06,Open
LAND00590,Salem,3.09,485070,541350,BID353,2025-03-22 03:08:06,Open
LAND00591,Madurai,6.86,441109,523821,BID807,2025-02-27 10:08:06,Open
LAND00592,Salem,2.2,166577,258790,BID357,2025-02-19 10:08:06,Open
LAND00593,Coimbatore,5.47,164474,215700,BID287,2025-03-16 20:08:06,Sold
LAND00594,Madurai,6.93,464500,551555,BID282,2025-03-09 16:08:06,Closed
LAND00595,Salem,3.55,369683,426328,BID765,2025-02-14 13:08:06,Sold
LAND00596,Coimbatore,2.88,220444,285848,BID541,2025-03-19 08:08:06,Sold
LAND00597,Chennai,7.97,271780,368083,BID791,2025-03-26 10:08:06,Open
LAND00598,Trichy,6.07,289959,357454,BID231,2025-02-12 07:08:06,Closed
LAND00599,Coimbatore,6.09,494188,525030,BID391,2025-03-12 23:08:06,Open
LAND00600,Madurai,6.16,274375,371148,BID921,2025-02-10 21:08:06,Closed
LAND00601,Coimbatore,9.16,495390,507148,BID400,2025-04-02 09:08:06,Open
LAND00602,Chennai,6.98,266341,321073,BID339,2025-02-25 21:08:06,Closed
LAND00603,Salem,4.71,499483,534932,BID437,2025-03-09 12:08:06,Sold
LAND00604,Chennai,4.4,294924,393664,BID591,2025-04-01 18:08:06,Sold
LAND00605,Coimbatore,8.44,406155,488433,BID905,2025-03-10 18:08:06,Sold
LAND00606,Trichy,2.88,301986,398017,BID111,2025-03-09 21:08:06,Closed
LAND00607,Madurai,6.85,300288,383957,BID604,2025-03-09 16:08:06,Sold
LAND00608,Trichy,9.95,240604,277581,BID480,2025-02-05 19:08:06,Open
LAND00609,Madurai,9.09,412205,452357,BID714,2025-03-16 01:08:06,Closed
LAND00610,Salem,2.39,184465,272808,BID386,2025-03-24 06:08:06,Open
LAND00611,Madurai,5.78,291921,332381,BID629,2025-03-01 20:08:06,Open
LAND00612,Coimbatore,5.32,213681,263627,BID859,2025-02-06 19:08:06,Closed
LAND00613,Madurai,4.32,181272,243439,BID404,2025-04-01 13:08:06,Open
LAND00614,Chennai,2.47,487151,533460,BID265,2025-02-21 07:08:06,Open
LAND00615,Coimbatore,8.11,428313,439299,BID896,2025-02-21 02:08:06,Closed
LAND00616,Madurai,2.48,441858,501079,BID373,2025-04-02 12:08:06,Sold
LAND00617,Salem,3.27,186020,201305,BID479,2025-03-25 17:08:06,Sold
LAND00618,Salem,9.74,483995,505947,BID235,2025-03-20 05:08:06,Closed
LAND00619,Salem,5.79,457783,533225,BID805,2025-02-26 20:08:06,Closed
LAND00620,Chennai,3.33,287017,326775,BID269,2025-02-10 12:08:06,Sold
LAND00621,Madurai,4.46,382657,397516,BID797,2025-02-08 21:08:06,Closed
LAND00622,Coimbatore,8.66,371492,444129,BID614,2025-03-14 02:08:06,Open
LAND00623,Chennai,9.61,301705,395771,BID739,2025-03-31 12:08:06,Open
LAND00624,Coimbatore,3.78,298038,362504,BID941,2025-03-31 17:08:06,Sold
LAND00625,Madurai,4.44,377698,448459,BID244,2025-03-02 11:08:06,Sold
LAND00626,Coimbatore,8.89,143066,190451,BID412,2025-03-04 06:08:06,Closed
LAND00627,Salem,2.88,145888,159713,BID723,2025-02-21 07:08:06,Sold
LAND00628,Madurai,2.55,157217,191323,BID883,2025-03-17 23:08:06,Sold
LAND00629,Madurai,2.72,119000,164295,BID947,2025-03-25 16:08:06,Sold
LAND00630,Trichy,7.78,279128,314320,BID652,2025-02-09 01:08:06,Closed
LAND00631,Salem,8.03,141974,184195,BID122,2025-02-15 06:08:06,Sold
LAND00632,Chennai,5.41,480408,510906,BID623,2025-03-05 04:08:06,Closed
LAND00633,Salem,7.56,291353,307895,BID989,2025-04-02 19:08:06,Sold
LAND00634,Madurai,9.14,432133,442375,BID521,2025-03-09 15:08:06,Closed
LAND00635,Salem,2.2,238779,286266,BID693,2025-02-24 20:08:06,Sold
LAND00636,Madurai,7.76,377413,448165,BID403,2025-02-05 12:08:06,Sold
LAND00637,Madurai,8.3,486417,506799,BID212,2025-02-22 18:08:06,Open
LAND00638,Madurai,2.28,100043,111147,BID647,2025-02-23 22:08:06,Open
LAND00639,Madurai,1.36,211741,272578,BID199,2025-03-10 10:08:06,Closed
LAND00640,Trichy,7.21,369586,418791,BID801,2025-03-12 10:08:06,Open
LAND00641,Salem,2.67,184281,270986,BID336,2025-03-06 16:08:06,Open
LAND00642,Madurai,2.36,176541,237606,BID810,2025-03-30 20:08:06,Closed
LAND00643,Trichy,2.58,331479,396390,BID531,2025-03-05 19:08:06,Sold
LAND00644,Trichy,1.15,290146,344278,BID107,2025-03-10 19:08:06,Sold
LAND00645,Trichy,5.67,340896,386990,BID540,2025-03-29 13:08:06,Sold
LAND00646,Madurai,5.24,471625,493508,BID543,2025-03-22 07:08:06,Sold
LAND00647,Salem,4.83,255227,276433,BID573,2025-03-17 12:08:06,Sold
LAND00648,Coimbatore,3.46,429002,442403,BID436,2025-02-09 04:08:06,Sold
LAND00649,Coimbatore,9.05,139664,198134,BID929,2025-03-08 16:08:06,Open
LAND00650,Coimbatore,8.87,278260,290579,BID744,2025-03-02 05:08:06,Open
LAND00651,Madurai,3.27,441483,494127,BID294,2025-04-02 15:08:06,Sold
LAND00652,Coimbatore,6.72,235096,289497,BID956,2025-02-10 02:08:06,Sold
LAND00653,Salem,6.48,269519,314474,BID433,2025-02-12 02:08:06,Open
LAND00654,Chennai,4.06,415880,467776,BID156,2025-04-04 23:08:06,Sold
LAND00655,Chennai,9.38,428028,523689,BID229,2025-03-20 08:08:06,Open
LAND00656,Coimbatore,1.57,140277,239548,BID464,2025-03-08 06:08:06,Sold
LAND00657,Madurai,1.56,454486,553880,BID571,2025-02-27 13:08:06,Open
LAND00658,Madurai,9.51,333298,357220,BID752,2025-03-19 04:08:06,Open
LAND00659,Trichy,7.7,172731,203425,BID699,2025-02-16 02:08:06,Closed
LAND00660,Trichy,2.03,366252,456069,BID379,2025-02-11 11:08:06,Open
LAND00661,Trichy,7.19,266754,306518,BID118,2025-04-04 23:08:06,Sold
LAND00662,Chennai,5.66,461181,509595,BID389,2025-03-14 13:08:06,Sold
LAND00663,Chennai,7.78,291289,320402,BID457,2025-02-19 04:08:06,Open
LAND00664,Chennai,2.41,159526,239967,BID299,2025-03-23 05:08:06,Sold
